clause_id,doc_id,section,text,subject_gt,obligation_gt,condition_gt,threshold_gt,deadline_gt,exception_gt,human_reviewed
OBL-0423,basel3,Section XI,"Internal estimates of PD, LGD, and EAD must incorporate all relevant, material and available data,
information and methods.",regulated financial institutions,"must incorporate all relevant, material and available data, information and methods in internal estimates of PD, LGD, and EAD","when developing internal estimates of PD, LGD, and EAD",,,,TRUE
OBL-0424,basel3,Section XI,"Where internal or external data is used, the bank must demonstrate that its estimates are
representative of long run experience.",the bank,must demonstrate that its estimates are representative of long run experience,Where internal or external data is used,,,,TRUE
OBL-0425,basel3,Section XI,"Estimates must be grounded in historical experience and empirical evidence, and not based
purely on subjective or judgmental considerations.",Estimates,"Estimates must be grounded in historical experience and empirical evidence, and not based purely on subjective or judgmental considerations",,,,,TRUE
OBL-0426,basel3,Section XI,"Any changes in lending practice or the process for
pursuing recoveries over the observation period must be taken into account.",,must be taken into account,changes in lending practice or the process for pursuing recoveries over the observation period,,,,TRUE
OBL-0427,basel3,Section XI,"A bank’s estimates must
promptly reflect the implications of technical advances and new data and other information, as it becomes
available.",A bank,estimates must promptly reflect the implications of technical advances and new data and other information,as it becomes available,,promptly,,TRUE
OBL-0428,basel3,Section XI,Banks must review their estimates on a yearly basis or more frequently.,Banks,must review their estimates,,yearly basis or more frequently,yearly basis or more frequently,,TRUE
OBL-0429,basel3,Section XI,"The bank must also demonstrate
that economic or market conditions that underlie the data are relevant to current and foreseeable
conditions.",The bank,must demonstrate that economic or market conditions that underlie the data are relevant to current and foreseeable conditions,,,,,TRUE
OBL-0430,basel3,Section XI,"For estimates of LGD and EAD, banks must take into account paragraphs 235 to 251.",banks,must take into account paragraphs 235 to 251,For estimates of LGD and EAD,,,,TRUE
OBL-0431,basel3,Section XI,"The
number of exposures in the sample and the data period used for quantification must be sufficient to
provide the bank with confidence in the accuracy and robustness of its estimates.",the bank,must ensure the number of exposures in the sample and the data period used for quantification are sufficient to provide the bank with confidence in the accuracy and robustness of its estimates,when using samples and data periods for quantification,sufficient to provide confidence in accuracy and robustness,,,TRUE
OBL-0432,basel3,Section XI,"The estimation technique
must perform well in out-of-sample tests.",The estimation technique,must perform well in out-of-sample tests,,,,,TRUE
OBL-0433,basel3,Section XI,"In order
to avoid over-optimism, a bank must add to its estimates a margin of conservatism that is related to the
likely range of errors.",a bank,must add to its estimates a margin of conservatism that is related to the likely range of errors,In order to avoid over-optimism,,,,TRUE
OBL-0434,basel3,Section XI,"Where methods and data are less satisfactory and the likely range of errors is larger,
the margin of conservatism must be larger.",,the margin of conservatism must be larger,Where methods and data are less satisfactory and the likely range of errors is larger,,,,TRUE
OBL-0435,basel3,Section XI,"However, in such cases banks must demonstrate to their supervisors that appropriate adjustments have
been made to achieve broad equivalence to the data without such flexibility.",banks,must demonstrate to their supervisors that appropriate adjustments have been made to achieve broad equivalence to the data without such flexibility,in such cases,,,,TRUE
OBL-0436,basel3,Section XI,"Data collected beyond the
date of implementation must conform to the minimum standards unless otherwise stated.",Data collected beyond the date of implementation,must conform to the minimum standards,Data collected beyond the date of implementation,,,unless otherwise stated,TRUE
OBL-0437,basel3,Section XI,"• The obligor is past due more than 90 days on any material credit obligation to the banking
group.26 Overdrafts will be considered as being past due once the customer has breached an
advised limit or been advised of a limit smaller than current outstandings.",banking group,classify obligor as past due when more than 90 days delinquent on material credit obligation,obligor is past due more than 90 days on any material credit obligation OR customer has breached an advised limit or been advised of a limit smaller than current outstandings for overdrafts,90 days,,,TRUE
OBL-0438,basel3,Section XI,"The elements to be taken as indications of unlikeliness to pay include:
• The bank puts the credit obligation on non-accrued status.",The bank,puts the credit obligation on non-accrued status,"when the bank puts the credit obligation on non-accrued status, this serves as an indication of unlikeliness to pay",,,,TRUE
OBL-0439,basel3,Section XI,• The bank sells the credit obligation at a material credit-related economic loss.,the bank,sells the credit obligation,at a material credit-related economic loss,material credit-related economic loss,,,TRUE
OBL-0440,basel3,Section XI,"• The bank consents to a distressed restructuring of the credit obligation where this is likely to
result in a diminished financial obligation caused by the material forgiveness, or postponement,
of principal, interest or (where relevant) fees.",The bank,consents to a distressed restructuring of the credit obligation,"where this is likely to result in a diminished financial obligation caused by the material forgiveness, or postponement, of principal, interest or (where relevant) fees",,,,TRUE
OBL-0441,basel3,Section XI,"• The bank has filed for the obligor’s bankruptcy or a similar order in respect of the obligor’s credit
obligation to the banking group.",the bank,has filed for the obligor's bankruptcy or a similar order in respect of the obligor's credit obligation to the banking group,,,,,TRUE
OBL-0442,basel3,Section XI,"• The obligor has sought or has been placed in bankruptcy or similar protection where this would
avoid or delay repayment of the credit obligation to the banking group.",obligor,,has sought or has been placed in bankruptcy or similar protection where this would avoid or delay repayment of the credit obligation to the banking group,,,,TRUE
OBL-0443,basel3,Section XI,"National supervisors will provide appropriate guidance as to how these elements must be
implemented and monitored.",National supervisors,provide appropriate guidance as to how these elements must be implemented and monitored,,,,,TRUE
OBL-0444,basel3,Section XI,"As such, default by a borrower on one obligation does not require
a bank to treat all other obligations to the banking group as defaulted.",bank,does not require a bank to treat all other obligations to the banking group as defaulted,default by a borrower on one obligation,,,,TRUE
OBL-0445,basel3,Section XI,A bank must record actual defaults on IRB exposure classes using this reference definition.,A bank,must record actual defaults on IRB exposure classes using this reference definition,on IRB exposure classes,,,,TRUE
OBL-0446,basel3,Section XI,"A bank
must also use the reference definition for its estimation of PDs, and (where relevant) LGDs and EADs.",A bank,"must also use the reference definition for its estimation of PDs, and (where relevant) LGDs and EADs",where relevant,,,,TRUE
OBL-0447,basel3,Section XI,"However, in such cases, banks must
demonstrate to their supervisors that appropriate adjustments to the data have been made to achieve
broad equivalence with the reference definition.",banks,must demonstrate to their supervisors that appropriate adjustments to the data have been made to achieve broad equivalence with the reference definition,in such cases,,,,TRUE
OBL-0448,basel3,Section XI,"Basel III: Finalising post-crisis reforms 93
estimates beyond the date of implementation of this Framework must be consistent with the reference
definition.",estimates,estimates beyond the date of implementation of this Framework must be consistent with the reference definition,beyond the date of implementation of this Framework,,date of implementation of this Framework,,TRUE
OBL-0449,basel3,Section XI,"If the bank considers that a previously defaulted exposure’s status is such that no trigger of the
reference definition any longer applies, the bank must rate the borrower and estimate LGD as they would
for a non-defaulted facility.",the bank,must rate the borrower and estimate LGD as they would for a non-defaulted facility,If the bank considers that a previously defaulted exposure's status is such that no trigger of the reference definition any longer applies,,,,TRUE
OBL-0450,basel3,Section XI,"The bank must have clearly articulated and documented policies in respect of the counting of
days past due, in particular in respect of the re-ageing of the facilities and the granting of extensions,
deferrals, renewals and rewrites to existing accounts.",The bank,"must have clearly articulated and documented policies in respect of the counting of days past due, in particular in respect of the re-ageing of the facilities and the granting of extensions, deferrals, renewals and rewrites to existing accounts",,,,,TRUE
OBL-0451,basel3,Section XI,"At a minimum, the re-ageing policy must include: (a)
approval authorities and reporting requirements;",regulated entity,must include approval authorities and reporting requirements in the re-ageing policy,when establishing a re-ageing policy,at a minimum,,,TRUE
OBL-0452,basel3,Section XI,"These policies must be
applied consistently over time, and must support the ‘use test’ (ie if a bank treats a re-aged exposure in a
similar fashion to other delinquent exposures more than the past-due cut off point, this exposure must be
recorded as in default for IRB purposes).",bank,must apply policies consistently over time and support the 'use test' by recording re-aged exposures as in default for IRB purposes,if a bank treats a re-aged exposure in a similar fashion to other delinquent exposures more than the past-due cut off point,past-due cut off point,,,TRUE
OBL-0453,basel3,Section XI,"Authorised overdrafts must be subject to a credit limit set by the bank and brought to the
knowledge of the client.",bank,must set a credit limit for authorised overdrafts and bring it to the knowledge of the client,authorised overdrafts,,,,TRUE
OBL-0454,basel3,Section XI,Any break of this limit must be monitored;,,must be monitored,any break of this limit,,,,TRUE
OBL-0455,basel3,Section XI,"Banks must have in place rigorous
internal policies for assessing the creditworthiness of customers who are offered overdraft accounts.",Banks,must have in place rigorous internal policies for assessing the creditworthiness,customers who are offered overdraft accounts,,,,TRUE
OBL-0456,basel3,Section XI,"This must include material discount effects and material
direct and indirect costs associated with collecting on the exposure.",This,include material discount effects and material direct and indirect costs associated with collecting on the exposure,,material,,,TRUE
OBL-0457,basel3,Section XI,"Banks must not simply measure the
loss recorded in accounting records, although they must be able to compare accounting and economic
losses.",Banks,"must not simply measure the loss recorded in accounting records, although they must be able to compare accounting and economic losses",,,,,TRUE
OBL-0458,basel3,Section XI,"The bank’s own workout and collection expertise significantly influences their recovery rates and
must be reflected in their LGD estimates, but adjustments to estimates for such expertise must be
conservative until the bank has sufficient internal empirical evidence of the impact of its expertise.",bank,"must reflect their own workout and collection expertise in their LGD estimates, but adjustments to estimates for such expertise must be conservative until the bank has sufficient internal empirical evidence of the impact of its expertise",until the bank has sufficient internal empirical evidence of the impact of its expertise,sufficient internal empirical evidence,,,TRUE
OBL-0459,basel3,Section XI,"Banks must use information and techniques that take appropriate account of the long-run
experience when estimating the average PD for each rating grade.",Banks,must use information and techniques that take appropriate account of the long-run experience,when estimating the average PD for each rating grade,,,,TRUE
OBL-0460,basel3,Section XI,"Banks must recognise the importance of judgmental considerations in combining results of
techniques and in making adjustments for limitations of techniques and information.",Banks,must recognise the importance of judgmental considerations in combining results of techniques and in making adjustments for limitations of techniques and information,,,,,TRUE
OBL-0461,basel3,Section XI,"A bank must
demonstrate in its analysis that the estimates are reflective of underwriting standards and of any
differences in the rating system that generated the data and the current rating system.",A bank,must demonstrate in its analysis that the estimates are reflective of underwriting standards and of any differences in the rating system that generated the data and the current rating system,,,,,TRUE
OBL-0462,basel3,Section XI,"Where
only limited data are available, or where underwriting standards or rating systems have changed,
the bank must add a greater margin of conservatism in its estimate of PD.",the bank,must add a greater margin of conservatism in its estimate of PD,"Where only limited data are available, or where underwriting standards or rating systems have changed",,,,TRUE
OBL-0463,basel3,Section XI,"A bank must demonstrate that the internal rating
systems and criteria of other banks in the pool are comparable with its own.",A bank,must demonstrate that the internal rating systems and criteria of other banks in the pool are comparable with its own,when other banks are in the pool,,,,TRUE
OBL-0464,basel3,Section XI,"Mappings must be based on a comparison of
internal rating criteria to the criteria used by the external institution and on a comparison of the
internal and external ratings of any common borrowers.",Mappings,Mappings must be based on a comparison of internal rating criteria to the criteria used by the external institution and on a comparison of the internal and external ratings of any common borrowers,,,,,TRUE
OBL-0465,basel3,Section XI,"Biases or inconsistencies in the mapping
approach or underlying data must be avoided.",,Biases or inconsistencies in the mapping approach or underlying data must be avoided,in the mapping approach or underlying data,,,,TRUE
OBL-0466,basel3,Section XI,"The external institution’s criteria underlying the
data used for quantification must be oriented to the risk of the borrower and not reflect
transaction characteristics.",external institution,criteria underlying the data used for quantification must be oriented to the risk of the borrower and not reflect transaction characteristics,,,,,TRUE
OBL-0467,basel3,Section XI,"The bank’s analysis must include a comparison of the default
definitions used, subject to the requirements in paragraph 220 to 225.",The bank,analysis must include a comparison of the default definitions used,subject to the requirements in paragraph 220 to 225,,,,TRUE
OBL-0468,basel3,Section XI,"The bank must document
the basis for the mapping.",The bank,must document the basis for the mapping,,,,,TRUE
OBL-0469,basel3,Section XI,"The bank’s use of default probability models for this purpose must meet the standards
specified in paragraph 185.",the bank,use of default probability models for this purpose must meet the standards specified in paragraph 185,for this purpose,,,,TRUE
OBL-0470,basel3,Section XI,"For all methods above, banks must estimate a PD for each rating grade based on the observed historical
average one-year default rate that is a simple average based on number of obligors (count weighted).",banks,must estimate a PD for each rating grade based on the observed historical average one-year default rate that is a simple average based on number of obligors (count weighted),For all methods above,one-year default rate,,,TRUE
OBL-0471,basel3,Section XI,"Irrespective of whether a bank is using external, internal, or pooled data sources, or a combination
of the three, for its PD estimation, the length of the underlying historical observation period used must be
at least five years for at least one source.",bank,must ensure the length of the underlying historical observation period used is at least five years for at least one source,"when using external, internal, or pooled data sources, or a combination of the three, for PD estimation",at least five years,,,TRUE
OBL-0472,basel3,Section XI,"If the available observation period spans a longer period for any
source, and this data are relevant and material, this longer period must be used.",regulated entity,must use the longer observation period,"if the available observation period spans a longer period for any source, and this data are relevant and material",,,,TRUE
OBL-0473,basel3,Section XI,"Given the bank-specific basis of assigning exposures to pools, banks must regard internal data
as the primary source of information for estimating loss characteristics.",banks,must regard internal data as the primary source of information for estimating loss characteristics,Given the bank-specific basis of assigning exposures to pools,,,,TRUE
OBL-0474,basel3,Section XI,"In all cases banks must
use all relevant and material data sources as points of comparison.",banks,must use all relevant and material data sources as points of comparison,in all cases,,,,TRUE
OBL-0475,basel3,Section XI,"In either case, it is important to recognise that the LGD used for the IRB capital
calculation cannot be less than the long-run default-weighted average loss rate given default and must
be consistent with the concepts defined in paragraph 235.",regulated entity using IRB approach,ensure LGD used for IRB capital calculation cannot be less than the long-run default-weighted average loss rate given default and must be consistent with concepts defined in paragraph 235,when using IRB approach for capital calculation,LGD cannot be less than the long-run default-weighted average loss rate given default,,,TRUE
OBL-0476,basel3,Section XI,"Irrespective of whether banks are using external, internal, pooled data sources, or a combination
of the three, for their estimation of loss characteristics, the length of the underlying historical observation
period used must be at least five years.",banks,must ensure the length of the underlying historical observation period used is at least five years,"when using external, internal, pooled data sources, or a combination of the three, for their estimation of loss characteristics",at least five years,,,TRUE
OBL-0477,basel3,Section XI,"If the available observation spans a longer period for any source,
and these data are relevant, this longer period must be used.",the entity conducting the observation/analysis,use the longer observation period,if the available observation spans a longer period for any source and these data are relevant,,,,TRUE
OBL-0478,basel3,Section XI,"A bank must estimate an LGD for each facility that aims to reflect economic downturn conditions
where necessary to capture the relevant risks.",A bank,must estimate an LGD for each facility that aims to reflect economic downturn conditions,where necessary to capture the relevant risks,,,,TRUE
OBL-0479,basel3,Section XI,"In addition, a bank must take into account the potential for
the LGD of the facility to be higher than the default-weighted average during a period when credit losses
are substantially higher than average.",a bank,must take into account the potential for the LGD of the facility to be higher than the default-weighted average,during a period when credit losses are substantially higher than average,,,,TRUE
OBL-0480,basel3,Section XI,"In its analysis, the bank must consider the extent of any dependence between the risk of the
borrower and that of the collateral or collateral provider.",the bank,must consider the extent of any dependence between the risk of the borrower and that of the collateral or collateral provider,In its analysis,,,,TRUE
OBL-0481,basel3,Section XI,"Cases where there is a significant degree of
dependence must be addressed in a conservative manner.",,must be addressed in a conservative manner,Cases where there is a significant degree of dependence,significant degree of dependence,,,TRUE
OBL-0482,basel3,Section XI,"Any currency mismatch between the underlying
obligation and the collateral must also be considered and treated conservatively in the bank’s assessment
of LGD.",bank,must consider and treat conservatively any currency mismatch between the underlying obligation and the collateral in the assessment of LGD,currency mismatch between the underlying obligation and the collateral,,,,TRUE
OBL-0483,basel3,Section XI,"LGD estimates must be grounded in historical recovery rates and, when applicable, must not
solely be based on the collateral’s estimated market value.",LGD estimates,"must be grounded in historical recovery rates and, when applicable, must not solely be based on the collateral's estimated market value",when applicable,,,,TRUE
OBL-0484,basel3,Section XI,"To the extent that
LGD estimates take into account the existence of collateral, banks must establish internal requirements for
collateral management, operational procedures, legal certainty and risk management process that are
generally consistent with those required for the foundation IRB approach.",banks,"must establish internal requirements for collateral management, operational procedures, legal certainty and risk management process that are generally consistent with those required for the foundation IRB approach",To the extent that LGD estimates take into account the existence of collateral,,,,TRUE
OBL-0485,basel3,Section XI,"For each defaulted asset, the bank must also
construct its best estimate of the expected loss on that asset based on current economic circumstances
and facility status.",the bank,must also construct its best estimate of the expected loss on that asset based on current economic circumstances and facility status,For each defaulted asset,,,,TRUE
OBL-0486,basel3,Section XI,"Instances where
the best estimate of expected loss on a defaulted asset is less than the sum of specific provisions and
partial charge-offs on that asset will attract supervisory scrutiny and must be justified by the bank.",the bank,must be justified by the bank,Instances where the best estimate of expected loss on a defaulted asset is less than the sum of specific provisions and partial charge-offs on that asset,expected loss less than the sum of specific provisions and partial charge-offs,,,TRUE
OBL-0487,basel3,Section XI,"Estimates of LGD must be based on a minimum data observation period that should ideally cover
at least one complete economic cycle but must in any case be no shorter than a period of seven years for
at least one source.",Estimates of LGD,Estimates of LGD must be based on a minimum data observation period,should ideally cover at least one complete economic cycle but must in any case be no shorter than a period of seven years for at least one source,no shorter than a period of seven years for at least one source,,,TRUE
OBL-0488,basel3,Section XI,"If the available observation period spans a longer period for any source, and the data
are relevant, this longer period must be used.",implied entity conducting the observation/analysis,this longer period must be used,"If the available observation period spans a longer period for any source, and the data are relevant",,,,TRUE
OBL-0489,basel3,Section XI,"The
less data a bank has, the more conservative it must be in its estimation.",bank,must be more conservative in its estimation,when having less data,,,,TRUE
OBL-0490,basel3,Section XI,"For on-balance sheet items, banks must estimate EAD at no less
than the current drawn amount, subject to recognising the effects of on-balance sheet netting as specified
in the foundation approach.",banks,must estimate EAD at no less than the current drawn amount,For on-balance sheet items,no less than the current drawn amount,,subject to recognising the effects of on-balance sheet netting as specified in the foundation approach,TRUE
OBL-0491,basel3,Section XI,"Banks using the advanced approach must have established procedures in place for the
estimation of EAD for off-balance sheet items.",Banks using the advanced approach,must have established procedures in place for the estimation of EAD for off-balance sheet items,using the advanced approach,,,,TRUE
OBL-0492,basel3,Section XI,"These must specify the estimates of EAD to be used for
each facility type.",These,must specify the estimates of EAD to be used,for each facility type,,,,TRUE
OBL-0493,basel3,Section XI,"Where estimates of EAD differ by facility
type, the delineation of these facilities must be clear and unambiguous.",,the delineation of these facilities must be clear and unambiguous,Where estimates of EAD differ by facility type,,,,TRUE
OBL-0494,basel3,Section XI,"Under the advanced approach, banks must assign an estimate of EAD for each eligible facility.",banks,must assign an estimate of EAD for each eligible facility,Under the advanced approach,,,,TRUE
OBL-0495,basel3,Section XI,"It
must be an estimate of the long-run default-weighted average EAD for similar facilities and borrowers
over a sufficiently long period of time, but with a margin of conservatism appropriate to the likely range
of errors in the estimate.",It,"must be an estimate of the long-run default-weighted average EAD for similar facilities and borrowers over a sufficiently long period of time, but with a margin of conservatism appropriate to the likely range of errors in the estimate",for similar facilities and borrowers,,,,TRUE
OBL-0496,basel3,Section XI,"If a positive correlation can reasonably be expected between the default
frequency and the magnitude of EAD, the EAD estimate must incorporate a larger margin of conservatism.",,the EAD estimate must incorporate a larger margin of conservatism,If a positive correlation can reasonably be expected between the default frequency and the magnitude of EAD,,,,TRUE
OBL-0497,basel3,Section XI,"Moreover, for exposures for which EAD estimates are volatile over the economic cycle, the bank must use
EAD estimates that are appropriate for an economic downturn, if these are more conservative than the
long-run average.",the bank,must use EAD estimates that are appropriate for an economic downturn,"for exposures for which EAD estimates are volatile over the economic cycle, if these are more conservative than the long-run average",,,,TRUE
OBL-0498,basel3,Section XI,"The criteria by which estimates of EAD are derived must be plausible and intuitive, and represent
what the bank believes to be the material drivers of EAD.",the bank,"The criteria by which estimates of EAD are derived must be plausible and intuitive, and represent what the bank believes to be the material drivers of EAD",,,,,TRUE
OBL-0499,basel3,Section XI,"The choices must be supported by credible
internal analysis by the bank.",the bank,must support the choices with credible internal analysis,,,,,TRUE
OBL-0500,basel3,Section XI,"The bank must be able to provide a breakdown of its EAD experience by the
factors it sees as the drivers of EAD.",the bank,must be able to provide a breakdown of its EAD experience by the factors it sees as the drivers of EAD,,,,,TRUE
OBL-0501,basel3,Section XI,"A bank must use all relevant and material information in its derivation
of EAD estimates.",A bank,must use all relevant and material information in its derivation of EAD estimates,in its derivation of EAD estimates,,,,TRUE
OBL-0502,basel3,Section XI,"Across facility types, a bank must review its estimates of EAD when material new
information comes to light and at least on an annual basis.",a bank,must review its estimates of EAD,when material new information comes to light and at least on an annual basis,,annual basis,,TRUE
OBL-0503,basel3,Section XI,"Due consideration must be paid by the bank to its specific policies and strategies adopted in
respect of account monitoring and payment processing.",the bank,must pay due consideration to its specific policies and strategies adopted in respect of account monitoring and payment processing,,,,,TRUE
OBL-0504,basel3,Section XI,"The bank must also consider its ability and
willingness to prevent further drawings in circumstances short of payment default, such as covenant
violations or other technical default events.",The bank,must also consider its ability and willingness to prevent further drawings,"in circumstances short of payment default, such as covenant violations or other technical default events",,,,TRUE
OBL-0505,basel3,Section XI,"Banks must also have adequate systems and procedures in
place to monitor facility amounts, current outstandings against committed lines and changes in
outstandings per borrower and per grade.",Banks,"must have adequate systems and procedures in place to monitor facility amounts, current outstandings against committed lines and changes in outstandings per borrower and per grade",,,,,TRUE
OBL-0506,basel3,Section XI,"The bank must be able to monitor outstanding balances on a
daily basis.",the bank,must be able to monitor outstanding balances,,daily basis,on a daily basis,,TRUE
OBL-0507,basel3,Section XI,Banks’ EAD estimates must be developed using a 12-month fixed-horizon approach;,Banks,EAD estimates must be developed using a 12-month fixed-horizon approach,,12-month,,,TRUE
OBL-0508,basel3,Section XI,"ie for each
observation in the reference data set, default outcomes must be linked to relevant obligor and facility
characteristics twelve months prior to default.",,default outcomes must be linked to relevant obligor and facility characteristics twelve months prior to default,for each observation in the reference data set,twelve months,twelve months prior to default,,TRUE
OBL-0509,basel3,Section XI,"Banks
should ensure that their EAD estimates are effectively quarantined from the potential effects of this region
of instability.",Banks,should ensure that their EAD estimates are effectively quarantined from the potential effects of this region of instability,,,,,TRUE
OBL-0510,basel3,Section XI,EAD reference data must not be capped to the principal amount outstanding or facility limits.,EAD reference data,EAD reference data must not be capped to the principal amount outstanding or facility limits,,,,,TRUE
OBL-0511,basel3,Section XI,"For transactions that expose banks to counterparty credit risk, estimates of EAD must fulfil the
requirements set forth in the counterparty credit risk standards.",banks,estimates of EAD must fulfil the requirements set forth in the counterparty credit risk standards,for transactions that expose banks to counterparty credit risk,,,,TRUE
OBL-0512,basel3,Section XI,"Estimates of EAD must be based on a time period that must ideally cover a complete economic
cycle but must in any case be no shorter than a period of seven years.",Estimates of EAD,Estimates of EAD must be based on a time period that must ideally cover a complete economic cycle but must in any case be no shorter than a period of seven years,,seven years,,,TRUE
OBL-0513,basel3,Section XI,"If the available observation period
spans a longer period for any source, and the data are relevant, this longer period must be used.",the regulated entity,must use the longer observation period,"if the available observation period spans a longer period for any source, and the data are relevant",,,,TRUE
OBL-0514,basel3,Section XI,"EAD
estimates must be calculated using a default-weighted average and not a time-weighted average.",EAD estimates,EAD estimates must be calculated using a default-weighted average and not a time-weighted average,,,,,TRUE
OBL-0515,basel3,Section XI,"The
less data a bank has, the more conservative it must be in its estimation.",bank,must be more conservative in its estimation,when the bank has less data,,,,TRUE
OBL-0516,basel3,Section XI,"For retail exposures, where guarantees
exist, either in support of an individual obligation or a pool of exposures, a bank may reflect the risk-
reducing effect either through its estimates of PD or LGD, provided this is done consistently.",a bank,"may reflect the risk-reducing effect either through its estimates of PD or LGD, provided this is done consistently","For retail exposures, where guarantees exist, either in support of an individual obligation or a pool of exposures",,,,TRUE
OBL-0517,basel3,Section XI,"In adopting
one or the other technique, a bank must adopt a consistent approach, both across types of guarantees
and over time.",a bank,"must adopt a consistent approach, both across types of guarantees and over time",In adopting one or the other technique,,,,TRUE
OBL-0518,basel3,Section XI,"In all cases, both the borrower and all recognised guarantors must be assigned a borrower rating
at the outset and on an ongoing basis.",borrower and all recognised guarantors,must be assigned a borrower rating,in all cases,,at the outset and on an ongoing basis,,TRUE
OBL-0519,basel3,Section XI,"A bank must follow all minimum requirements for assigning
borrower ratings set out in this document, including the regular monitoring of the guarantor’s condition
and ability and willingness to honour its obligations.",A bank,"must follow all minimum requirements for assigning borrower ratings set out in this document, including the regular monitoring of the guarantor's condition and ability and willingness to honour its obligations",,,,,TRUE
OBL-0520,basel3,Section XI,"Consistent with the requirements in paragraphs 198
and 199, a bank must retain all relevant information on the borrower absent the guarantee and the
guarantor.",a bank,must retain all relevant information on the borrower absent the guarantee and the guarantor,Consistent with the requirements in paragraphs 198 and 199,,,,TRUE
OBL-0521,basel3,Section XI,"As such, the adjusted risk weight must not reflect the risk mitigation of “double
default.”
Basel III: Finalising post-crisis reforms 99
255.",the adjusted risk weight,"the adjusted risk weight must not reflect the risk mitigation of ""double default""",,,,,TRUE
OBL-0522,basel3,Section XI,"The bank must, however, have clearly
specified criteria for the types of guarantors it will recognise for regulatory capital purposes.",The bank,must have clearly specified criteria for the types of guarantors it will recognise for regulatory capital purposes,for regulatory capital purposes,,,,TRUE
OBL-0523,basel3,Section XI,"The guarantee must be evidenced in writing, non-cancellable on the part of the guarantor, in
force until the debt is satisfied in full (to the extent of the amount and tenor of the guarantee) and legally
enforceable against the guarantor in a jurisdiction where the guarantor has assets to attach and enforce a
judgement.",guarantor,"provide a guarantee that is evidenced in writing, non-cancellable, in force until debt satisfaction, and legally enforceable in a jurisdiction with attachable assets",when providing a guarantee for debt,to the extent of the amount and tenor of the guarantee,until the debt is satisfied in full,,TRUE
OBL-0524,basel3,Section XI,The guarantee must also be unconditional;,The guarantee,The guarantee must be unconditional,,,,,TRUE
OBL-0525,basel3,Section XI,"A bank must have clearly specified criteria for adjusting borrower grades or LGD estimates (or in
the case of retail and eligible purchased receivables, the process of allocating exposures to pools) to reflect
the impact of guarantees for regulatory capital purposes.",A bank,"must have clearly specified criteria for adjusting borrower grades or LGD estimates (or in the case of retail and eligible purchased receivables, the process of allocating exposures to pools) to reflect the impact of guarantees for regulatory capital purposes",for regulatory capital purposes,,,,TRUE
OBL-0526,basel3,Section XI,"These criteria must be as detailed as the criteria
for assigning exposures to grades consistent with paragraphs 177 and 178, and must follow all minimum
requirements for assigning borrower or facility ratings set out in this document.",These criteria,"must be as detailed as the criteria for assigning exposures to grades consistent with paragraphs 177 and 178, and must follow all minimum requirements for assigning borrower or facility ratings set out in this document",These criteria,,,,TRUE
OBL-0527,basel3,Section XI,"The criteria must be plausible and intuitive, and must address the guarantor’s ability and
willingness to perform under the guarantee.",The criteria,"The criteria must be plausible and intuitive, and must address the guarantor's ability and willingness to perform under the guarantee",,,,,TRUE
OBL-0528,basel3,Section XI,"The criteria must also address the likely timing of any
payments and the degree to which the guarantor’s ability to perform under the guarantee is correlated
with the borrower’s ability to repay.",The criteria,The criteria must address the likely timing of any payments and the degree to which the guarantor's ability to perform under the guarantee is correlated with the borrower's ability to repay,,,,,TRUE
OBL-0529,basel3,Section XI,"The bank’s criteria must also consider the extent to which residual risk
to the borrower remains, for example a currency mismatch between the guarantee and the underlying
exposure.",The bank,criteria must also consider the extent to which residual risk to the borrower remains,for example a currency mismatch between the guarantee and the underlying exposure,,,,TRUE
OBL-0530,basel3,Section XI,"In adjusting borrower grades or LGD estimates (or in the case of retail and eligible purchased
receivables, the process of allocating exposures to pools), banks must take all relevant available
information into account.",banks,must take all relevant available information into account,"In adjusting borrower grades or LGD estimates (or in the case of retail and eligible purchased receivables, the process of allocating exposures to pools)",,,,TRUE
OBL-0531,basel3,Section XI,"The criteria used for assigning adjusted
borrower grades or LGD estimates (or pools) for exposures hedged with credit derivatives must require
that the asset on which the protection is based (the reference asset) cannot be different from the
underlying asset, unless the conditions outlined in the foundation approach are met.",Financial institutions using credit derivatives for exposures with adjusted borrower grades or LGD estimates,Must require that the reference asset cannot be different from the underlying asset,When using criteria for assigning adjusted borrower grades or LGD estimates (or pools) for exposures hedged with credit derivatives,,,Unless the conditions outlined in the foundation approach are met,TRUE
OBL-0532,basel3,Section XI,"In addition, the criteria must address the payout structure of the credit derivative and
conservatively assess the impact this has on the level and timing of recoveries.",the criteria,the criteria must address the payout structure of the credit derivative and conservatively assess the impact this has on the level and timing of recoveries,,,,,TRUE
OBL-0533,basel3,Section XI,"The bank must also consider
the extent to which other forms of residual risk remain.",The bank,must also consider the extent to which other forms of residual risk remain,,,,,TRUE
OBL-0534,basel3,Section XI,"The following minimum requirements for risk quantification must be satisfied for any purchased
receivables (corporate or retail) making use of the top-down treatment of default risk and/or the IRB
treatments of dilution risk.",regulated entities using purchased receivables,must satisfy minimum requirements for risk quantification,for any purchased receivables (corporate or retail) making use of the top-down treatment of default risk and/or the IRB treatments of dilution risk,minimum requirements,,,TRUE
